Time,Acetileno
0,0.024961849565785014
1,0.024999508254629283
2,0.025037166943473556
3,0.02507482563231782
4,0.02511248432116209
5,0.02537745689249151
6,0.025642429463820927
7,0.025907402035150337
8,0.026172374606479757
9,0.02645290771175727
10,0.02671803624104509
11,0.026983164770332906
12,0.02724829329962073
13,0.027513421828908553
14,0.02784170295453481
15,0.028169984080161074
16,0.028498265205787326
17,0.028826546331413586
18,0.029154827457039845
19,0.02948725063220006
20,0.029815577877681
21,0.030152377271875586
22,0.030480796795952784
23,0.03194994597680956
24,0.03341481113843992
25,0.03488948360396458
26,0.03635987239876265
27,0.037835995516877635
28,0.03931294931767024
29,0.040784994987336426
30,0.04225150907555931
31,0.04272741428638431
32,0.04323373580212146
33,0.04370997606308082
34,0.04418621632404018
35,0.044662456584999524
36,0.04513869684595888
37,0.04562136084119607
38,0.04609766816880252
39,0.046580535211267614
40,0.047526238262910796
41,0.04847194131455399
42,0.04942460557825046
43,0.05039173712889892
44,0.05135244690348652
45,0.05229894981674655
46,0.053245452730006575
47,0.05419195564326661
48,0.055138458556526646
49,0.05426397307583873
50,0.053404543852227856
51,0.05252981175972927
52,0.051655079667230666
53,0.05078034757473209
54,0.0499056154822335
55,0.04903088338973491
56,0.04815615129723633
57,0.047268089230335486
58,0.04657644972864393
59,0.04588481022695236
60,0.04519317072526078
61,0.04450153122356921
62,0.04380989172187765
63,0.04310609938697858
64,0.042414654823139795
65,0.04171733126673242
66,0.04197836879432623
67,0.04223940632192006
68,0.042500443849513875
69,0.04276148137710769
70,0.043022518904701504
71,0.04328355643229533
72,0.04353845919038227
73,0.043799459941767635
74,0.044060460693153
75,0.04303286254343947
76,0.042005264393725934
77,0.040971893928722344
78,0.039938814553990606
79,0.03890602614655213
80,0.03787352858349761
81,0.03684650919928658
82,0.035819489815075566
83,0.03479247043086454
84,0.03537496949216183
85,0.03595746855345912
86,0.0365399676147564
87,0.037122466676053685
88,0.03770496573735097
89,0.038287464798648266
90,0.03886996385994555
91,0.039452462921242826
92,0.04003496198254012
93,0.03993451932554209
94,0.03983407666854406
95,0.039733634011546046
96,0.039633191354548014
97,0.03953274869754998
98,0.03943230604055195
99,0.039331863383553926
100,0.039231420726555895
101,0.039447390406458276
102,0.03966336008636064
103,0.03987932976626302
104,0.04009529944616539
105,0.04031126912606777
106,0.040527238805970145
107,0.040743208485872526
108,0.04095917816577489
109,0.041175147845677273
110,0.0408248943959448
111,0.04047464094621234
112,0.04012438749647986
113,0.039774134046747386
114,0.039423880597014925
115,0.03907362714728246
116,0.03872337369754999
117,0.03837312024781751
118,0.03802286679808504
119,0.03712045902562658
120,0.03621805125316811
121,0.03530570101351351
122,0.0344035472972973
123,0.03350139358108108
124,0.03258547910510764
125,0.031679248733821046
126,0.03077760270118177
127,0.029871754114502744
128,0.02956878340365682
129,0.029270014064697605
130,0.028967170580790326
131,0.02866844325692589
132,0.028369715933061458
133,0.028063095740194013
134,0.02776445241107831
135,0.02746580908196261
136,0.027167165752846903
137,0.02673252583298187
138,0.026297885913116832
139,0.025852342432546374
140,0.025417885750421584
141,0.0249834290682968
142,0.024548972386172006
143,0.024114515704047216
144,0.02368005902192243
145,0.024098543189057523
146,0.024517027356192617
147,0.024935511523327708
148,0.025353995690462806
149,0.0257724798575979
150,0.026190964024732994
151,0.02660944819186809
152,0.027027932359003186
153,0.02744641652613828
154,0.027323136827805884
155,0.027199857129473485
156,0.027076577431141093
157,0.02695329773280869
158,0.026830018034476297
159,0.026706738336143898
160,0.026583458637811506
161,0.026460178939479106
162,0.026336899241146714
163,0.026139566938354883
164,0.02594223463556305
165,0.02574490233277122
166,0.02554757002997939
167,0.02535023772718756
168,0.025152905424395727
169,0.024955573121603902
170,0.024758240818812068
171,0.024560908516020233
172,0.02504728736298482
173,0.025533666209949412
174,0.026020045056913996
175,0.026506423903878584
176,0.026992802750843172
177,0.02748304374560787
178,0.027969490952213634
179,0.0284559381588194
180,0.029438577252917198
181,0.03041321523970196
182,0.03139226659167604
183,0.032376146272855136
184,0.0333558869039246
185,0.034335903207653354
186,0.03531619530040805
187,0.03629165611369073
188,0.03728285472972973
189,0.03733106519290341
190,0.037368776401013805
191,0.037406487609124184
192,0.03744419881723458
193,0.03748191002534497
194,0.03751962123345536
195,0.03755733244156575
196,0.03759504364967614
197,0.037632754857786534
198,0.03784422580493757
199,0.03805569675208861
200,0.03826716769923964
201,0.03847863864639068
202,0.03869010959354172
203,0.03890158054069275
204,0.03912406924882629
205,0.03933559976525822
206,0.039547130281690136
207,0.03918294190140845
208,0.03881875352112676
209,0.03845456514084507
210,0.03809037676056338
211,0.03772618838028169
212,0.037362
213,0.03699781161971831
214,0.03663362323943662
215,0.03617599530516433
216,0.035718367370892026
217,0.035260739436619726
218,0.03480311150234742
219,0.03434548356807512
220,0.03388785563380282
221,0.033430227699530524
222,0.032972599765258216
223,0.03251497183098592
224,0.03186294718309859
225,0.03120213320191495
226,0.030545991130508245
227,0.029894241869632552
228,0.029238376266891894
229,0.028574651751793998
230,0.02791934088351154
231,0.027284090113873352
232,0.026628669906828953
233,0.026364724704806664
234,0.026097108507073714
235,0.025829567577572442
236,0.025565696611298153
237,0.025301825645023868
238,0.025034434156438162
239,0.024770600292380728
240,0.024506766428323293
241,0.024242932564265858
242,0.024745406206577118
243,0.025247879848888363
244,0.025750353491199626
245,0.02625282713351088
246,0.026755300775822135
247,0.02725777441813339
248,0.027760248060444647
249,0.028262721702755903
250,0.028765195345067152
251,0.028715956875651334
252,0.02866671840623552
253,0.028617479936819706
254,0.028568241467403884
255,0.02851900299798807
256,0.028469764528572254
257,0.028420526059156435
258,0.028371287589740616
259,0.028157268584993046
260,0.027943249580245483
261,0.02772923057549791
262,0.02751521157075034
263,0.027301192566002774
264,0.027087173561255205
265,0.026873154556507635
266,0.02665913555176007
267,0.026445116547012506
268,0.026533202640111157
269,0.026621288733209816
270,0.02670937482630847
271,0.02679746091940713
272,0.026885547012505784
273,0.02697363310560444
274,0.0270617191987031
275,0.027149805291801755
276,0.02723789138490041
277,0.026971137028138022
278,0.026704382671375634
279,0.02643391151040762
280,0.026167194656015087
281,0.02590047780162255
282,0.02563376094723001
283,0.025367044092837472
284,0.025100327238444933
285,0.0248336103840524
286,0.02445167322595951
287,0.024069736067866627
288,0.023687798909773742
289,0.02330586175168085
290,0.022923924593587962
291,0.022538818755788087
292,0.022156935285797267
293,0.021775051815806443
294,0.02171351718649225
295,0.021648939411351327
296,0.021587413430614693
297,0.021525887449878055
298,0.02146134511705188
299,0.021399827782462057
300,0.02133831044787224
301,0.021267826913066112
302,0.02120633550234253
303,0.02104255166579906
304,0.020875835418043626
305,0.020712074584847983
306,0.020548313751652347
307,0.020384552918456707
308,0.020217952485192925
309,0.02005421464888441
310,0.019890476812575893
311,0.019726738976267373
312,0.01986726417720578
313,0.020007789378144177
314,0.02014831457908258
315,0.020288839780020978
316,0.020429364980959385
317,0.020569890181897782
318,0.020710415382836182
319,0.020850940583774583
320,0.020991465784712986
321,0.02084136335964988
322,0.020694208346238658
323,0.02054705333282744
324,0.02039989831941622
325,0.020252743306005003
326,0.020105588292593783
327,0.01995843327918256
328,0.019811278265771344
329,0.019566885549333467
330,0.019322492832895583
331,0.019078100116457702
332,0.018833707400019817
333,0.018586704924395705
334,0.018339771792532284
335,0.018095447687188296
336,0.017851123581844302
337,0.017606799476500318
338,0.01750640590629851
339,0.01740601233609671
340,0.017305618765894905
341,0.017205225195693098
342,0.0171048316254913
343,0.01699205614035088
344,0.01689173567251462
345,0.01679141520467836
346,0.016691094736842105
347,0.016570444444444443
348,0.016449794152046785
349,0.01632914385964912
350,0.016208493567251462
351,0.0160878432748538
352,0.01596719298245614
353,0.01584654269005848
354,0.01572589239766082
355,0.015605242105263156
356,0.015732090058479534
357,0.015858938011695904
358,0.01598578596491228
359,0.016112633918128658
360,0.01623948187134503
361,0.016366329824561404
362,0.016493177777777777
363,0.016620025730994154
364,0.016746873684210527
365,0.016832942105263163
366,0.016919010526315788
367,0.017005078947368423
368,0.017091147368421055
369,0.017177215789473683
370,0.017263284210526315
371,0.017349352631578944
372,0.01743542105263158
373,0.017399980116959063
374,0.01736453918128655
375,0.017329098245614034
376,0.01729365730994152
377,0.017258216374269005
378,0.017222775438596495
379,0.017187334502923975
380,0.017151893567251466
381,0.017116452631578946
382,0.017069224561403508
383,0.017021996491228073
384,0.01697476842105263
385,0.016927540350877193
386,0.016880312280701755
387,0.016833084210526317
388,0.01678585614035088
389,0.016738628070175437
390,0.0166914
391,0.016388148538011696
392,0.016084897076023393
393,0.015781645614035087
394,0.015476222050706333
395,0.015173013144354007
396,0.014869804238001685
397,0.014566595331649357
398,0.014259384352787131
399,0.013956260521885524
400,0.013937318497474748
401,0.013918376473063973
402,0.013899434448653202
403,0.013880492424242425
404,0.01386155039983165
405,0.01384260837542088
406,0.013823666351010103
407,0.013804724326599328
408,0.013900852272727275
409,0.013996980218855221
410,0.014093108164983166
411,0.014189236111111113
412,0.014285364057239059
413,0.014381492003367006
414,0.01447761994949495
415,0.014573747895622897
416,0.014669875841750843
417,0.015079408670033672
418,0.015488941498316502
419,0.015898474326599327
420,0.01630800715488216
421,0.016717539983164983
422,0.01712707281144781
423,0.017536605639730644
424,0.01794613846801347
425,0.0183556712962963
426,0.018478833473625143
427,0.018601995650953985
428,0.018725157828282827
429,0.018848320005611676
430,0.018971482182940518
431,0.019094644360269367
432,0.01921780653759821
433,0.01934096871492705
434,0.019464130892255897
435,0.01967899831649832
436,0.01989944920011227
437,0.020114376929553746
438,0.02032930465899523
439,0.020544232388436712
440,0.020759160117878196
441,0.02097703157894737
442,0.02119198947368421
443,0.021673554520123837
444,0.02214576186750669
445,0.02261492688550715
446,0.023087332685748734
447,0.023556563569959783
448,0.024025794454170833
449,0.024495025338381875
450,0.024964256222592927
451,0.025433487106803977
452,0.025331935811982752
453,0.02523035599552277
454,0.02512521882253814
455,0.025020081649553515
456,0.02491494447656889
457,0.02480980730358426
458,0.02470467013059963
459,0.024599532957615005
460,0.02449439578463038
461,0.02445983912124041
462,0.024425282457850434
463,0.02439072579446046
464,0.024356169131070488
465,0.024321612467680512
466,0.024287055804290542
467,0.024252499140900566
468,0.024217942477510593
469,0.024186782357072042
470,0.02426386418952412
471,0.024340946021976204
472,0.024418027854428287
473,0.024495109686880366
474,0.02457219151933245
475,0.02464927335178453
476,0.024729828474752732
477,0.024806921134825608
478,0.024884013794898487
479,0.025416152727447402
480,0.02594479573223642
481,0.02647343873702544
482,0.027002081741814458
483,0.027538462443272
484,0.02806725402675825
485,0.02859604561024452
486,0.02912483719373078
487,0.029146705198214207
488,0.029164479761068167
489,0.029186356411963158
490,0.029204133473349977
491,0.029221910534736807
492,0.029243798335276752
493,0.02926157789589898
494,0.0292793574565212
495,0.029297137017143426
496,0.029342718901183423
497,0.02938830078522341
498,0.029433882669263407
499,0.029462133886311453
500,0.029507688973241485
501,0.02955324406017152
502,0.029598799147101555
503,0.02964435423403159
504,0.029689909320961626
505,0.029703845072402642
506,0.02971778082384367
507,0.029731716575284693
508,0.029745652326725713
509,0.02975958807816674
510,0.029773523829607764
511,0.029791647919010122
512,0.029805585629921257
513,0.02981952334083239
514,0.030690752900843884
515,0.0315535944092827
516,0.032420995832747226
517,0.03328864131963985
518,0.03415653097298438
519,0.035019736703250315
520,0.03590314963747713
521,0.036766841475432924
522,0.03716297991176194
523,0.03755394137801558
524,0.03794490284426922
525,0.038341262967657136
526,0.03873227949115148
527,0.03912880633802817
528,0.0395198779342723
529,0.03991094953051643
530,0.04030202112676056
531,0.04125174110077957
532,0.04219604997416748
533,0.043140625
534,0.04409168076308618
535,0.04503692255275154
536,0.04598243090806542
537,0.04693482487070992
538,0.04788100108148775
539,0.04882055649597969
540,0.049041502092443685
541,0.04926939780850264
542,0.049490374576749444
543,0.049711351344996255
544,0.04993232811324305
545,0.05015330488148984
546,0.05037428164973665
547,0.05059525841798345
548,0.05081623518623026
549,0.050675180322375855
550,0.050534125458521456
551,0.05039307059466705
552,0.050252015730812644
553,0.05011096086695824
554,0.049969906003103845
555,0.04982885113924944
556,0.04968779627539504
557,0.04992770762791573
558,0.05016761898043642
559,0.05040753033295711
560,0.0506474416854778
561,0.050887353037998496
562,0.05112726439051919
563,0.05136717574303988
564,0.051614369032500815
565,0.05185431423733596
566,0.05158649169841493
567,0.0513186691594939
568,0.051050846620572875
569,0.050783024081651834
570,0.05051520154273081
571,0.05025447008185154
572,0.04998660974691881
573,0.04971874941198608
574,0.04945088907705335
575,0.048646885878257586
576,0.04784288267946185
577,0.0470388794806661
578,0.046234876281870355
579,0.0454308730830746
580,0.04462686988427886
581,0.04382286668548311
582,0.04301279337754574
583,0.042202948645598204
584,0.04070365002115955
585,0.039204774330042304
586,0.03769568941209644
587,0.03619808288694672
588,0.034691119487107215
589,0.0331901042400338
590,0.03169439788732394
591,0.030194860602647138
592,0.028696167652027028
593,0.02718100950543788
594,0.02565026411950856
595,0.024124201521971974
596,0.022602174126082317
597,0.02108057462656485
598,0.019559402842999465
599,0.018033590132410793
600,0.016516021058873114
601,0.0157932469080681
602,0.015077430777650197
603,0.014361614647232294
604,0.013643882510282966
605,0.012926351898572148
606,0.01221073675541535
607,0.0114935080353899
608,0.010777993343544606
609,0.010062478651699309
610,0.009728851185139319
611,0.00939663599628483
612,0.00906442080743034
613,0.008732205618575852
614,0.008399990429721362
615,0.008066643080434532
616,0.007734474511730037
617,0.007402305943025539
618,0.0070701373743210436
619,0.006943140644863052
620,0.006816143915405062
621,0.0066891471859470706
622,0.006560309224598932
623,0.006433348128342247
624,0.006306387032085563
625,0.006179425935828878
626,0.006052464839572193
627,0.005923841610428182
628,0.005920720911847208
629,0.005917600213266231
630,0.005914479514685257
631,0.005911358816104282
632,0.005908238117523306
633,0.005905117418942331
634,0.005901996720361356
635,0.005898876021780381
636,0.005958147659846547
637,0.006017419297912713
638,0.006076690935978879
639,0.006135962574045046
640,0.006195234212111212
641,0.006254505850177378
642,0.006312892089633497
643,0.006372155415872702
644,0.006431418742111906
645,0.006422143902348487
646,0.006412869062585066
647,0.006403594222821648
648,0.006394319383058229
649,0.006384149276252844
650,0.006374875736943682
651,0.006365602197634521
652,0.006356328658325359
653,0.006347055119016198
654,0.006354123211457886
655,0.006361191303899573
656,0.00636825939634126
657,0.006375327488782949
658,0.006382395581224637
659,0.006389463673666325
660,0.0063965317661080125
661,0.006403599858549701
662,0.006410667950991389
663,0.0065471218212344515
664,0.006683575691477515
665,0.006820029561720579
666,0.006956483431963643
667,0.0070929373022067055
668,0.00722939117244977
669,0.007365845042692834
670,0.007502298912935897
671,0.007385046980262939
672,0.007267795047589984
673,0.007150543114917025
674,0.007033291182244069
675,0.006915069666050915
676,0.006797834171332911
677,0.006680598676614906
678,0.006563363181896902
679,0.006446127687178895
680,0.006548509830860706
681,0.006650891974542518
682,0.006753274118224327
683,0.006855656261906137
684,0.006958038405587948
685,0.007060420549269758
686,0.007162802692951568
687,0.007264166447954286
688,0.007366534240340375
689,0.0072923486079503295
690,0.007218162975560282
691,0.007143977343170236
692,0.007069791710780191
693,0.006995606078390146
694,0.0069214204460001
695,0.006843209396318102
696,0.006769067376880665
697,0.0066949253574432295
698,0.006678912134379965
699,0.0066628989113167
700,0.006646885688253435
701,0.00663087246519017
702,0.006614859242126904
703,0.00659884601906364
704,0.006582832796000374
705,0.00656681957293711
706,0.0065508063498738445
707,0.0065071237647182515
708,0.006463441179562658
709,0.006419758594407065
710,0.006376076009251471
711,0.006332393424095878
712,0.006288710838940286
713,0.006245028253784693
714,0.0062013456686291
715,0.006290729020652275
716,0.006380112372675451
717,0.006469495724698626
718,0.006558879076721802
719,0.006648262428744976
720,0.006737645780768152
721,0.0068270291327913275
722,0.006916412484814503
723,0.007005795836837679
724,0.007000955050929819
725,0.006995133730436813
726,0.006990293622985283
727,0.006985453515533754
728,0.006980613408082224
729,0.006975773300630695
730,0.006970933193179164
731,0.006966093085727634
732,0.006961252978276103
733,0.006961252978276103
734,0.006961252978276103
735,0.006961252978276103
736,0.006961252978276103
737,0.006961252978276103
738,0.006961252978276103
739,0.006960277466367712
740,0.006960277466367712
741,0.006960277466367712
742,0.006960277466367712
743,0.006960277466367712
744,0.006960277466367712
745,0.006908963694533314
746,0.006666918120805368
747,0.006660659782754457
748,0.006654413183279742
749,0.006648178289385623
750,0.0066446207357859525
751,0.006641955068200054
752,0.006641066987565182
753,0.006640179144385026
754,0.006640179144385026
755,0.006640179144385026
756,0.006640179144385026
757,0.006640179144385026
758,0.006637517038620874
759,0.006637517038620874
760,0.006637517038620874
761,0.006637517038620874
762,0.006637517038620874
763,0.006637517038620874
764,0.006637517038620874
765,0.006641421460408298
766,0.006641421460408298
767,0.006641421460408298
768,0.006641421460408298
769,0.0066453258821957215
770,0.0066453258821957215
771,0.0066453258821957215
772,0.0066453258821957215
773,0.0066453258821957215
774,0.0066453258821957215
775,0.0066453258821957215
776,0.0066453258821957215
777,0.0066453258821957215
778,0.0066453258821957215
779,0.0066453258821957215
780,0.0066453258821957215
781,0.006649230303983148
782,0.006649230303983148
783,0.006649230303983148
784,0.006649230303983148
785,0.006649230303983148
786,0.006649230303983148
787,0.006649230303983148
788,0.006649230303983148
789,0.006653134725770571
790,0.006653134725770571
791,0.006653134725770571
792,0.006653134725770571
793,0.006653134725770571
794,0.006653134725770571
795,0.006653134725770571
796,0.006653134725770571
797,0.006653134725770571
798,0.006653134725770571
799,0.006484163473943889
800,0.006468157353896475
801,0.006459764779154167
802,0.006454739680142769
803,0.006451393955285885
804,0.006448051697052347
805,0.006446381866236071
806,0.00644471290005711
807,0.00644471290005711
808,0.00644471290005711
809,0.00644471290005711
810,0.00644471290005711
811,0.006441377558926274
812,0.006391758525220333
813,0.006388477756055585
814,0.006385200353076975
815,0.006385200353076975
816,0.006385200353076975
817,0.006381453169771179
818,0.006381453169771179
819,0.006381453169771179
820,0.006381453169771179
821,0.006381453169771179
822,0.006381453169771179
823,0.006381453169771179
824,0.006381453169771179
825,0.006381453169771179
826,0.006381453169771179
827,0.006377705986465382
828,0.006377705986465382
829,0.006377705986465382
830,0.006377705986465382
831,0.006373958803159586
832,0.006373958803159586
833,0.006373958803159586
834,0.006370211619853789
835,0.006370211619853789
836,0.006370211619853789
837,0.006370211619853789
838,0.006370211619853789
839,0.0063664644365479936
840,0.0063664644365479936
841,0.0063664644365479936
842,0.0063664644365479936
843,0.0063664644365479936
844,0.0063664644365479936
845,0.0063627172532421976
846,0.0063627172532421976
847,0.0063627172532421976
848,0.0063627172532421976
849,0.0063627172532421976
850,0.0063627172532421976
851,0.0063627172532421976
852,0.0063627172532421976
853,0.0063627172532421976
854,0.0063627172532421976
855,0.0063589700699364
856,0.0063589700699364
857,0.0063589700699364
858,0.0063589700699364
859,0.0063589700699364
860,0.0063589700699364
861,0.0063589700699364
862,0.0063589700699364
863,0.0063589700699364
864,0.0063589700699364
865,0.0063589700699364
866,0.0063589700699364
867,0.0063589700699364
868,0.0063589700699364
869,0.0063589700699364
870,0.0063589700699364
871,0.0063589700699364
872,0.0063589700699364
873,0.0063589700699364
874,0.0063589700699364
875,0.0063589700699364
876,0.0063589700699364
877,0.0063589700699364
878,0.0063589700699364
879,0.0063589700699364
880,0.0063589700699364
881,0.0063589700699364
882,0.0063589700699364
883,0.0063589700699364
884,0.0063589700699364
885,0.0063589700699364
886,0.0063589700699364
887,0.0063589700699364
888,0.0063589700699364
889,0.0063589700699364
890,0.0063589700699364
891,0.0063589700699364
892,0.0063589700699364
893,0.0063589700699364
894,0.0063589700699364
895,0.0063589700699364
896,0.0063589700699364
897,0.0063589700699364
898,0.0063597857408022205
899,0.006360601620948571
900,0.006360601620948571
901,0.006360601620948571
902,0.006360601620948571
903,0.006360601620948571
904,0.006360601620948571
905,0.006360601620948571
906,0.006360601620948571
907,0.006360601620948571
908,0.006360601620948571
909,0.006360601620948571
910,0.006360601620948571
911,0.006360601620948571
912,0.006360601620948571
913,0.006360601620948571
914,0.006360601620948571
915,0.006360601620948571
916,0.006360601620948571
917,0.006360601620948571
918,0.006360601620948571
919,0.006360601620948571
920,0.006360601620948571
921,0.006360601620948571
922,0.006360601620948571
923,0.006361417710456006
924,0.006361417710456006
925,0.006361417710456006
926,0.006361417710456006
927,0.006361417710456006
928,0.006361417710456006
929,0.006361417710456006
930,0.006361417710456006
931,0.006362234009405121
932,0.006362234009405121
933,0.006362234009405121
934,0.006362234009405121
935,0.006362234009405121
936,0.006362234009405121
937,0.006362234009405121
938,0.006362234009405121
939,0.006362234009405121
940,0.006362234009405121
941,0.006362234009405121
942,0.006362234009405121
943,0.006362234009405121
944,0.006362234009405121
945,0.006362234009405121
946,0.006362234009405121
947,0.006362234009405121
948,0.006362234009405121
949,0.006362234009405121
950,0.006362234009405121
951,0.006362234009405121
952,0.006362234009405121
953,0.006362234009405121
954,0.006362234009405121
955,0.006362234009405121
956,0.006362234009405121
957,0.006362234009405121
958,0.006362234009405121
959,0.006362234009405121
960,0.006362234009405121
961,0.006362234009405121
962,0.006362234009405121
963,0.006362234009405121
964,0.006362234009405121
965,0.006362234009405121
966,0.006362234009405121
967,0.006362234009405121
968,0.006362234009405121
