Time,Carbon Monoxide
0,0.2801240200971433
1,0.2840233019767728
2,0.2879225838564021
3,0.3621153252398949
4,0.43643078018452497
5,0.5107880499863471
6,0.5851871699470558
7,0.6597210284733263
8,0.7343178644888458
9,0.8089777578467288
10,0.8835762534747552
11,0.958622206193435
12,1.1719972843220248
13,1.385553061175917
14,1.5995156228764633
15,1.8132076299964826
16,2.0267340350242953
17,2.2403207838150094
18,2.453621149387549
19,2.6672984117259118
20,2.8806289214993517
21,2.641181968540844
22,2.401327859551029
23,2.161473750561214
24,1.9216196415713993
25,1.6817655325815843
26,1.4419114235917692
27,1.202057314601954
28,0.962067224379011
29,0.8924371243654331
30,0.8228070243518549
31,0.7530704983209899
32,0.6834502372363387
33,0.6137432525043078
34,0.5441328275684393
35,0.47452240263257045
36,0.40491197769670173
37,0.3353015527608331
38,0.3213974613272831
39,0.30749336989373316
40,0.29358927846018323
41,0.27984980455872666
42,0.26593752943392673
43,0.2520252543091269
44,0.23811297918432703
45,0.2242007040595272
46,0.2101647298588834
47,0.20439324737763448
48,0.19865145337355172
49,0.19290965936946897
50,0.18714142922621027
51,0.18140044620998116
52,0.17558506274343708
53,0.16979856593604273
54,0.16401533510680977
55,0.15825769189433678
56,0.15626093931022608
57,0.1542424256615469
58,0.1522030141303807
59,0.150164752697357
60,0.1481067655814792
61,0.14609167623643793
62,0.14405685926663242
63,0.14204319177713337
64,0.1525865636081193
65,0.16312993543910523
66,0.17367330727009114
67,0.1841907367437892
68,0.19473262380195
69,0.20527451086011084
70,0.2157860098025411
71,0.22629454900994614
72,0.2368334677766644
73,0.2384376090727676
74,0.2400750884133214
75,0.24171256775387523
76,0.243350047094429
77,0.24498752643498276
78,0.2465209006654582
79,0.24815768879480873
80,0.24979447692415926
81,0.25139589205617535
82,0.24777918636690857
83,0.2441978437233664
84,0.2406165010798243
85,0.2370351584362821
86,0.23345381579273994
87,0.2298724731491978
88,0.2262911305056556
89,0.22270978786211348
90,0.21912844521857133
91,0.23285957887543818
92,0.2465907125323051
93,0.260321846189172
94,0.274014435123135
95,0.287703172956287
96,0.3013880613131079
97,0.3151134028719756
98,0.32879251376242896
99,0.3425159257076935
100,0.34450709735566987
101,0.34649770929271223
102,0.3484877617547863
103,0.3505265069809542
104,0.3525652522071223
105,0.35460399743329035
106,0.35664274265945844
107,0.358580706349272
108,0.35252730315725117
109,0.3465242694983598
110,0.34052123583946853
111,0.33451820218057726
112,0.32851516852168594
113,0.3225121348627947
114,0.3165091012039034
115,0.31050606754501214
116,0.30450303388612077
117,0.3028730759855564
118,0.3012431180849921
119,0.29961316018442774
120,0.2979832022838634
121,0.2965276724259025
122,0.2948967551622419
123,0.2932658378985813
124,0.29163492063492064
125,0.29000400337126003
126,0.2805413681696867
127,0.2710787329681135
128,0.26161609776654027
129,0.252153462564967
130,0.24269082736339376
131,0.2332609581343074
132,0.22379699353751056
133,0.21439326869027545
134,0.2049266441821248
135,0.19314725491918483
136,0.18133906359803237
137,0.16957854017292284
138,0.15778921189538805
139,0.14601710179324895
140,0.13423836698086664
141,0.12243577195018993
142,0.11061428872942168
143,0.11038587542798177
144,0.1102350159579461
145,0.11000644184736694
146,0.10977786773678774
147,0.10954929362620856
148,0.1093207195156294
149,0.10910750833215979
150,0.10887890203257758
151,0.10866559859154928
152,0.1278094248826291
153,0.1469532511737089
154,0.16612047471474856
155,0.18534532365652004
156,0.2045575956207123
157,0.22371761347617702
158,0.24287763133164172
159,0.2620376491871064
160,0.28119766704257115
161,0.2617692416126304
162,0.24240915820642975
163,0.22297525380710653
164,0.20354134940778335
165,0.1841074450084602
166,0.164673540609137
167,0.14523963620981384
168,0.12580573181049065
169,0.10634183817310404
170,0.10061257929235973
171,0.09488332041161544
172,0.08915406153087117
173,0.08342480265012686
174,0.07769554376938258
175,0.0719460012683202
176,0.06621835717305524
177,0.0604821896576018
178,0.0638492731670659
179,0.06721635667652999
180,0.07058344018599408
181,0.07395052369545818
182,0.07731760720492226
183,0.08068469071438636
184,0.08403993261012492
185,0.08740654174884945
186,0.09077315088757397
187,0.09583129989668451
188,0.10088944890579508
189,0.10593267361600225
190,0.11097447769953053
191,0.11601486175656009
192,0.12105382638693324
193,0.12610912653712567
194,0.1311644266873181
195,0.13621972683751052
196,0.12931763822397443
197,0.12241554961043835
198,0.11551346099690227
199,0.10861137238336618
200,0.1017092837698301
201,0.09480719515629399
202,0.08790510654275789
203,0.08100301792922182
204,0.07410092931568571
205,0.07818512126865672
206,0.08226931322162771
207,0.08635350517459871
208,0.09043769712756969
209,0.09452188908054068
210,0.09860608103351168
211,0.10269027298648267
212,0.10677446493945367
213,0.10411343987609124
214,0.10145241481272878
215,0.09879138974936635
216,0.09613036468600394
217,0.09346933962264149
218,0.09080831455927905
219,0.08814728949591663
220,0.08548626443255418
221,0.08282523936919177
222,0.08490420421477517
223,0.08698316906035858
224,0.08906213390594198
225,0.09114109875152539
226,0.09322006359710877
227,0.09529902844269218
228,0.0973779932882756
229,0.09945695813385899
230,0.10153592297944242
231,0.12610734065521448
232,0.15067875833098654
233,0.17520083755630633
234,0.19976533760322823
235,0.2243298376501502
236,0.24878927465878709
237,0.2733049498217971
238,0.29785562628962675
239,0.3223609509073006
240,0.34304785513361463
241,0.3637800984528833
242,0.38445826887920126
243,0.4051875966811982
244,0.42591692448319507
245,0.44652066638549137
246,0.4672441656122593
247,0.4879676648390272
248,0.5086911640657951
249,0.5061715916280051
250,0.5036520191902152
251,0.5009211767495785
252,0.4984026665261383
253,0.49588415630269816
254,0.49336564607925804
255,0.49084713585581785
256,0.4883286256323778
257,0.4702082162263444
258,0.45208780682031097
259,0.43396739741427776
260,0.4158469880082443
261,0.39772657860221095
262,0.3796061691961777
263,0.3614857597901443
264,0.3433653503841109
265,0.3252449409780776
266,0.3321682710324152
267,0.33909160108675285
268,0.3460149311410905
269,0.35293826119542815
270,0.35986159124976574
271,0.3667849213041034
272,0.37370825135844105
273,0.3806315814127787
274,0.3875549114671163
275,0.3866113336143901
276,0.38566775576166384
277,0.3847241779089376
278,0.38378060005621134
279,0.38283702220348514
280,0.38189344435075884
281,0.38094986649803264
282,0.38000628864530633
283,0.3790627107925801
284,0.3581501501897133
285,0.3372375895868465
286,0.31632502898397974
287,0.295412468381113
288,0.2744999077782462
289,0.25362298840477865
290,0.2327074885804638
291,0.21179198875614896
292,0.19589763226955342
293,0.1799437251042692
294,0.16401287612485932
295,0.1480983731833099
296,0.13215632179865894
297,0.11620978474957794
298,0.1002587601425824
299,0.08429138408142207
300,0.0683528610641892
301,0.07554067398854782
302,0.08270923800807282
303,0.08987780202759785
304,0.09704636604712287
305,0.10421493006664787
306,0.11138349408617289
307,0.11855205810569792
308,0.12572062212522295
309,0.13288918614474796
310,0.1282958345067117
311,0.12370248286867548
312,0.11910913123063925
313,0.11451577959260302
314,0.10992242795456676
315,0.10532907631653055
316,0.10076410093896714
317,0.09616945539906101
318,0.09157480985915492
319,0.09737398415492958
320,0.10317315845070422
321,0.10897233274647887
322,0.11477150704225351
323,0.12057068133802817
324,0.12636985563380282
325,0.13216902992957746
326,0.1379682042253521
327,0.14217212441314556
328,0.14637604460093898
329,0.1505799647887324
330,0.15478388497652582
331,0.15898780516431926
332,0.1631917253521127
333,0.16739564553990607
334,0.17159956572769952
335,0.17580348591549294
336,0.18473978873239436
337,0.19362155026753028
338,0.20252681965366748
339,0.21145934816274817
340,0.2203608530405405
341,0.2291953355846348
342,0.2380893359594823
343,0.24716088431841507
344,0.25605635644129643
345,0.25150727377475113
346,0.2469234571854058
347,0.24234092981462027
348,0.23779312659756632
349,0.23324532338051235
350,0.22866536359425654
351,0.22411819983209816
352,0.21957103606993975
353,0.21502387230778133
354,0.20805593547359882
355,0.20108799863941637
356,0.19412006180523386
357,0.18715212497105138
358,0.1801841881368689
359,0.1732162513026864
360,0.1662483144685039
361,0.15928037763432143
362,0.15231244080013895
363,0.14712114630977882
364,0.1419298518194187
365,0.13673855732905857
366,0.13154726283869844
367,0.12635596834833834
368,0.12116467385797822
369,0.11597337936761808
370,0.11078208487725798
371,0.11947312413154237
372,0.12816416338582678
373,0.13685520264011114
374,0.14554624189439555
375,0.15423728114867993
376,0.16292832040296432
377,0.1716193596572487
378,0.1803103989115331
379,0.1890014381658175
380,0.18727576815076424
381,0.18555009813571097
382,0.1838244281206577
383,0.18209875810560444
384,0.18037308809055114
385,0.1786474180754979
386,0.17692174806044464
387,0.1751960780453914
388,0.17347040803033809
389,0.18494950367647056
390,0.196428599322603
391,0.2078784657131516
392,0.21935594754012952
393,0.23083342936710746
394,0.24231091119408546
395,0.2537883930210634
396,0.2652658748480413
397,0.2767433566750193
398,0.2936059561226958
399,0.3104685555703724
400,0.32733115501804905
401,0.34419375446572564
402,0.36105635391340224
403,0.37786583008959135
404,0.39472605919717124
405,0.41158628830475125
406,0.4154023729927732
407,0.41915953730726296
408,0.4229750856516887
409,0.4267906339961143
410,0.43054566994841786
411,0.43436068209999
412,0.43817569425156233
413,0.44180444820406034
414,0.4456178526808953
415,0.44854800624674646
416,0.45141474995869135
417,0.4543444919861202
418,0.4572742340135492
419,0.4602039760409782
420,0.46306868033240534
421,0.4659980109369966
422,0.4689273415415879
423,0.47185667214617905
424,0.47740091361920417
425,0.4829451550922293
426,0.48848939656525436
427,0.4940336380382795
428,0.49957787951130456
429,0.5051221209843297
430,0.5106663624573549
431,0.51621060393038
432,0.5217548454034051
433,0.5165027830293869
434,0.5113239802517467
435,0.5061451774741067
436,0.5009663746964667
437,0.4957875719188264
438,0.4906087691411863
439,0.4854299663635462
440,0.480251163585906
441,0.47216404709103504
442,0.4640769305961643
443,0.45598981410129336
444,0.44790269760642243
445,0.43975383527677536
446,0.43160726066816396
447,0.4235224145597318
448,0.4154375684512996
449,0.40735272234286757
450,0.40831867717244114
451,0.4092846320020147
452,0.41025058683158827
453,0.411216541661162
454,0.4121824964907355
455,0.4128476140350878
456,0.41381286549707597
457,0.4147781169590643
458,0.41574336842105264
459,0.41509873684210524
460,0.4144541052631579
461,0.4138094736842105
462,0.41316484210526316
463,0.41252021052631577
464,0.4118755789473684
465,0.41123094736842103
466,0.4105863157894737
467,0.4099416842105263
468,0.4091929005847953
469,0.4084441169590643
470,0.40769533333333324
471,0.40694654970760236
472,0.40619776608187136
473,0.40544898245614036
474,0.4047001988304093
475,0.4039514152046783
476,0.4032026315789474
477,0.4022413421052632
478,0.40128005263157895
479,0.4003187631578947
480,0.39935747368421054
481,0.3983961842105263
482,0.39743489473684207
483,0.39647360526315795
484,0.3955123157894737
485,0.3940649590643275
486,0.3926176023391813
487,0.3911702456140351
488,0.3897228888888889
489,0.3882755321637427
490,0.3868281754385965
491,0.38538081871345026
492,0.38393346198830414
493,0.38248610526315785
494,0.38512845614035085
495,0.38777080701754385
496,0.3904131578947368
497,0.39305550877192985
498,0.39569785964912285
499,0.39834021052631585
500,0.4009825614035088
501,0.4036249122807018
502,0.4062672631578948
503,0.4080073801169591
504,0.40974749707602337
505,0.41148761403508777
506,0.4131697422583965
507,0.4149096150247919
508,0.41664948779118716
509,0.41838936055758263
510,0.42001135194537975
511,0.4217507365319866
512,0.4137742397937711
513,0.40579774305555555
514,0.3978212463173401
515,0.38984474957912457
516,0.3818682528409092
517,0.37389175610269365
518,0.36591525936447816
519,0.3579387626262627
520,0.3596142442947999
521,0.3612897259633371
522,0.3629652076318744
523,0.3646406893004116
524,0.3663161709689488
525,0.36799165263748596
526,0.3696671343060232
527,0.3713426159745604
528,0.3730180976430977
529,0.3789950079498691
530,0.38497191825664057
531,0.3909488285634119
532,0.3969257388701834
533,0.40290264917695473
534,0.40887955948372623
535,0.4148564697904977
536,0.420833380097269
537,0.4268102904040405
538,0.4209671950991396
539,0.41512409979423875
540,0.4092810044893379
541,0.403437909184437
542,0.3975948138795362
543,0.39175171857463525
544,0.38590862326973446
545,0.38006552796483367
546,0.37422243265993266
547,0.3694060658670034
548,0.36469202568060627
549,0.3598743071147909
550,0.3550565885489756
551,0.35023886998316023
552,0.345421151417345
553,0.3406512368421053
554,0.3358328421052632
555,0.33178790842105266
556,0.32759140374706874
557,0.32334832581249795
558,0.3191500471546193
559,0.31490637353312806
560,0.31066269991163675
561,0.3064190262901455
562,0.30217535266865425
563,0.29793167904716295
564,0.2962837252837108
565,0.2946353086769043
566,0.2929452850310185
567,0.2912552613851326
568,0.2895652377392468
569,0.287875214093361
570,0.28618519044747515
571,0.2844951668015893
572,0.2828051431557035
573,0.2782557289128262
574,0.2737063146699488
575,0.2691569004270715
576,0.2646074861841942
577,0.2600580719413169
578,0.25550865769843956
579,0.25095924345556225
580,0.24640982921268495
581,0.24189438412921346
582,0.23686114658377397
583,0.23182790903833442
584,0.22679467149289492
585,0.22176143394745534
586,0.21672819640201588
587,0.2116949588565763
588,0.20669075091098385
589,0.20165680635085892
590,0.19662286179073396
591,0.18296606032681229
592,0.1692816355330521
593,0.15559721073929186
594,0.14191278594553167
595,0.12826440060122382
596,0.1145761297071843
597,0.10088785881314476
598,0.08719958791910525
599,0.0899166160100864
600,0.09262138836137407
601,0.09533956051034415
602,0.09804471306578577
603,0.10074986562122742
604,0.10346956267521773
605,0.10617509554171733
606,0.10888062840821695
607,0.11158616127471654
608,0.11342969316743991
609,0.11527322506016327
610,0.1171167569528866
611,0.11889035334364312
612,0.12073280144336661
613,0.12257524954309013
614,0.12441769764281363
615,0.12626014574253716
616,0.12810259384226066
617,0.12315204320727309
618,0.11820149257228552
619,0.11325094193729793
620,0.10830039130231034
621,0.10334984066732275
622,0.09839929003233515
623,0.09346187898387702
624,0.08851063226471689
625,0.0835593855455568
626,0.08144770174050632
627,0.07931251318565402
628,0.07718818091503728
629,0.0750632509144626
630,0.07293772293161671
631,0.07080163307302657
632,0.0687042116887231
633,0.06656691890750388
634,0.07459358631371445
635,0.08261088073782033
636,0.09062817516192621
637,0.09865936135755529
638,0.10667778481903957
639,0.11471236267605633
640,0.12273191549295775
641,0.13075146830985918
642,0.13877102112676057
643,0.16349171128017284
644,0.18819981447559997
645,0.21291488162344985
646,0.23767041396485294
647,0.2624029089712863
648,0.2871423787366046
649,0.3119328161730136
650,0.33668974232378807
651,0.3614026661024122
652,0.371477241736023
653,0.38160564804364194
654,0.3916816450338601
655,0.4017576420240784
656,0.41183363901429654
657,0.42190963600451475
658,0.4319856329947329
659,0.44206162998495113
660,0.45213762697516946
661,0.45388620732223484
662,0.45563478766930027
663,0.45738336801636575
664,0.4591319483634312
665,0.4608805287104966
666,0.46262910905756216
667,0.4643776894046276
668,0.466126269751693
669,0.4671676895221972
670,0.46820910929270126
671,0.46925052906320547
672,0.4702919488337096
673,0.47133336860421365
674,0.47237478837471786
675,0.47341620814522206
676,0.47452457551385163
677,0.4755661422322562
678,0.4437882507878274
679,0.41201035934339864
680,0.3802324678989699
681,0.34845457645454114
682,0.3166766850101123
683,0.2849389994355066
684,0.2531566233888419
685,0.22137424734217706
686,0.18959187129551225
687,0.1752255833098128
688,0.16085929532411325
689,0.14649300733841375
690,0.13212671935271428
691,0.11776043136701478
692,0.10339414338131526
693,0.08902785539561578
694,0.07465103240675415
695,0.060278266083521444
696,0.07203003949781352
697,0.08377849788434415
698,0.09549670802199352
699,0.10723523400056384
700,0.11893692405241649
701,0.13064712635582476
702,0.14237078169014086
703,0.15406943818642632
704,0.16576150760135136
705,0.2360056326276289
706,0.3060930554262844
707,0.3761742431210919
708,0.44627875862133126
709,0.516363565233322
710,0.5864286712672068
711,0.6562896303824811
712,0.7263977496570418
713,0.7059604088982876
714,0.6858290916262586
715,0.6656977743542299
716,0.6454758130977749
717,0.6252595297751278
718,0.6051338649858371
719,0.5849260822571588
720,0.5648032425190739
721,0.5446804027809888
722,0.5297988432817337
723,0.5149937301547988
724,0.5001886170278638
725,0.48538350390092877
726,0.47057839077399377
727,0.4557093184444701
728,0.4409062829365538
729,0.4261032474286375
730,0.4113002119207212
731,0.3953550277360454
732,0.3794098435513694
733,0.36346465936669364
734,0.3474219669117647
735,0.331481256684492
736,0.3155405464572193
737,0.29959983622994657
738,0.2836591260026739
739,0.2676433194455903
740,0.25025548950426946
741,0.2328676595629486
742,0.21547982962162776
743,0.19809199968030688
744,0.18070416973898606
745,0.1633163397976652
746,0.14592850985634434
747,0.12854067991502352
748,0.12227918210956192
749,0.11601768430410031
750,0.10975618649863872
751,0.10349468869317714
752,0.09723319088771554
753,0.09097169308225393
754,0.08469831613007003
755,0.0784376963918929
756,0.07217707665371575
757,0.06931705376277561
758,0.06645703087183548
759,0.06359700798089535
760,0.06073698508995521
761,0.057868847089340494
762,0.055009225211144465
763,0.05214960333294842
764,0.049289981454752385
765,0.046430359576556356
766,0.044759671610553914
767,0.04308898364455148
768,0.04141829567854904
769,0.039747607712546595
770,0.038076919746544154
771,0.03640623178054171
772,0.03473554381453927
773,0.03306485584853683
774,0.031394167882534386
775,0.029326085316077492
776,0.027258002749620595
777,0.025189920183163694
778,0.023121837616706803
779,0.021053755050249905
780,0.018985672483793008
781,0.01691758991733611
782,0.014849507350879216
783,0.014083328749051497
784,0.013317150147223778
785,0.01255097154539606
786,0.011784792943568342
787,0.011017069603994688
788,0.01025099841540149
789,0.00948492722680829
790,0.008718856038215091
791,0.007952784849621891
792,0.0076940813095306825
793,0.007435377769439475
794,0.007176674229348266
795,0.0069179706892570575
796,0.006659267149165849
797,0.006400563609074642
798,0.006141860068983433
799,0.005882331864394202
800,0.0056236645877652995
801,0.0052750426662296545
802,0.004926420744694009
803,0.004577798823158364
804,0.004229176901622718
805,0.003880554980087073
806,0.0035319330585514277
807,0.0031814397018970187
808,0.0028330227315204186
809,0.002484605761143818
810,0.002461257359125315
811,0.002437908957106812
812,0.0024145605550883096
813,0.002391212153069806
814,0.0023678637510513036
815,0.002344515349032801
816,0.0023211669470142977
817,0.002297818544995795
818,0.002274470142977292
819,0.00214810778490328
820,0.0020217454268292682
821,0.0018953830687552567
822,0.001769020710681245
823,0.0016426583526072333
824,0.0015162959945332212
825,0.0013899336364592094
826,0.0012635712783851975
827,0.0013189627137650684
828,0.0013743541491449396
829,0.0014297455845248108
830,0.001485137019904682
831,0.0015405284552845529
832,0.001595919890664424
833,0.001651311326044295
834,0.001706702761424166
835,0.0017620941968040373
836,0.0017230254181852165
837,0.0016837206260219575
838,0.0016446573230553608
839,0.0016055940200887643
840,0.0015665307171221676
841,0.0015274674141555712
842,0.0014884041111889745
843,0.001449340808222378
844,0.0014102775052557814
845,0.0014102775052557814
846,0.0014102775052557814
847,0.0014102775052557814
848,0.0014102775052557814
849,0.0014102775052557814
850,0.0014102775052557814
851,0.0014100798766816143
852,0.0014100798766816143
853,0.0014100798766816143
854,0.0014100798766816143
855,0.0014100798766816143
856,0.0014100798766816143
857,0.001399684239810822
858,0.0013506483221476509
859,0.0013493804479013005
860,0.0013481149517684888
861,0.0013468518270646499
862,0.0013461311036789298
863,0.0013455910671302488
864,0.0013454111512234256
865,0.0013452312834224599
866,0.0013452312834224599
867,0.0013452312834224599
868,0.0013452312834224599
869,0.0013452312834224599
870,0.001344691968461847
871,0.001344691968461847
872,0.001344691968461847
873,0.001344691968461847
874,0.001344691968461847
875,0.001344691968461847
876,0.001344691968461847
877,0.0013454829637374126
878,0.0013454829637374126
879,0.0013454829637374126
880,0.0013454829637374126
881,0.0013462739590129784
882,0.0013462739590129784
883,0.0013462739590129784
884,0.0013462739590129784
885,0.0013462739590129784
886,0.0013462739590129784
887,0.0013462739590129784
888,0.0013462739590129784
889,0.0013462739590129784
890,0.0013462739590129784
891,0.0013462739590129784
892,0.0013462739590129784
893,0.0013470649542885445
894,0.0013470649542885445
895,0.0013470649542885445
896,0.0013470649542885445
897,0.0013470649542885445
898,0.0013470649542885445
899,0.0013470649542885445
900,0.0013470649542885445
901,0.00134785594956411
902,0.00134785594956411
903,0.00134785594956411
904,0.00134785594956411
905,0.00134785594956411
906,0.00134785594956411
907,0.00134785594956411
908,0.00134785594956411
909,0.00134785594956411
910,0.00134785594956411
911,0.0013136241300583794
912,0.0013103814564880128
913,0.0013086812080690586
914,0.0013076631752350883
915,0.0013069853661511256
916,0.001306308259369024
917,0.00130596996900016
918,0.0013056318537978298
919,0.0013056318537978298
920,0.0013056318537978298
921,0.0013056318537978298
922,0.0013056318537978298
923,0.0013049561483488466
924,0.0012949038478095051
925,0.0012942391980736861
926,0.0012935752302921939
927,0.0012935752302921939
928,0.0012935752302921939
929,0.00129281608989883
930,0.00129281608989883
931,0.00129281608989883
932,0.00129281608989883
933,0.00129281608989883
934,0.00129281608989883
935,0.00129281608989883
936,0.00129281608989883
937,0.00129281608989883
938,0.00129281608989883
939,0.0012920569495054658
940,0.0012920569495054658
941,0.0012920569495054658
942,0.0012920569495054658
943,0.0012912978091121018
944,0.0012912978091121018
945,0.0012912978091121018
946,0.0012905386687187379
947,0.0012905386687187379
948,0.0012905386687187379
949,0.0012905386687187379
950,0.0012905386687187379
951,0.001289779528325374
952,0.001289779528325374
953,0.001289779528325374
954,0.001289779528325374
955,0.001289779528325374
956,0.001289779528325374
957,0.00128902038793201
958,0.00128902038793201
959,0.00128902038793201
960,0.00128902038793201
961,0.00128902038793201
962,0.00128902038793201
963,0.00128902038793201
964,0.00128902038793201
965,0.00128902038793201
966,0.00128902038793201
967,0.001288261247538646
968,0.001288261247538646
969,0.001288261247538646
970,0.001288261247538646
971,0.001288261247538646
972,0.001288261247538646
973,0.001288261247538646
974,0.001288261247538646
975,0.001288261247538646
976,0.001288261247538646
977,0.001288261247538646
978,0.001288261247538646
979,0.001288261247538646
980,0.001288261247538646
981,0.001288261247538646
982,0.001288261247538646
983,0.001288261247538646
984,0.001288261247538646
985,0.001288261247538646
986,0.001288261247538646
987,0.001288261247538646
988,0.001288261247538646
989,0.001288261247538646
990,0.001288261247538646
991,0.001288261247538646
992,0.001288261247538646
993,0.001288261247538646
994,0.001288261247538646
995,0.001288261247538646
996,0.001288261247538646
997,0.001288261247538646
998,0.001288261247538646
999,0.001288261247538646
1000,0.001288261247538646
1001,0.001288261247538646
1002,0.001288261247538646
1003,0.001288261247538646
1004,0.001288261247538646
1005,0.001288261247538646
1006,0.001288261247538646
1007,0.001288261247538646
1008,0.001288261247538646
1009,0.001288261247538646
1010,0.0012884264939788126
1011,0.0012885917828170394
1012,0.0012885917828170394
1013,0.0012885917828170394
1014,0.0012885917828170394
1015,0.0012885917828170394
1016,0.0012885917828170394
1017,0.0012885917828170394
1018,0.0012885917828170394
1019,0.0012885917828170394
1020,0.0012885917828170394
1021,0.0012885917828170394
1022,0.0012885917828170394
1023,0.0012885917828170394
1024,0.0012885917828170394
1025,0.0012885917828170394
1026,0.0012885917828170394
1027,0.0012885917828170394
1028,0.0012885917828170394
1029,0.0012885917828170394
1030,0.0012885917828170394
1031,0.0012885917828170394
1032,0.0012885917828170394
1033,0.0012885917828170394
1034,0.0012885917828170394
1035,0.0012887571140696463
1036,0.0012887571140696463
1037,0.0012887571140696463
1038,0.0012887571140696463
1039,0.0012887571140696463
1040,0.0012887571140696463
1041,0.0012887571140696463
1042,0.0012887571140696463
1043,0.0012889224877529607
1044,0.0012889224877529607
1045,0.0012889224877529607
1046,0.0012889224877529607
1047,0.0012889224877529607
1048,0.0012889224877529607
1049,0.0012889224877529607
1050,0.0012889224877529607
1051,0.0012889224877529607
1052,0.0012889224877529607
1053,0.0012889224877529607
1054,0.0012889224877529607
1055,0.0012889224877529607
1056,0.0012889224877529607
1057,0.0012889224877529607
1058,0.0012889224877529607
1059,0.0012889224877529607
1060,0.0012889224877529607
1061,0.0012889224877529607
1062,0.0012889224877529607
1063,0.0012889224877529607
1064,0.0012889224877529607
1065,0.0012889224877529607
1066,0.0012889224877529607
1067,0.0012889224877529607
1068,0.0012889224877529607
1069,0.0012889224877529607
1070,0.0012889224877529607
1071,0.0012889224877529607
1072,0.0012889224877529607
1073,0.0012889224877529607
1074,0.0012889224877529607
1075,0.0012889224877529607
1076,0.0012889224877529607
1077,0.0012889224877529607
1078,0.0012889224877529607
1079,0.0012889224877529607
1080,0.0012889224877529607
