Tempo,P2,P3,P4,P5,P6,P7,P8,P9,P11,P13
521,116.0,98.0,21.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
522,116.0,98.0,21.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
523,116.0,98.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
524,116.0,98.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
525,116.0,98.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
526,116.0,98.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
527,114.0,94.0,19.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
528,114.0,94.0,19.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
529,114.0,94.0,19.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
530,112.0,92.0,18.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0
531,112.0,92.0,18.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0
532,112.0,92.0,18.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0
533,112.0,92.0,18.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0
534,112.0,93.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
535,112.0,93.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
536,112.0,93.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
537,112.0,93.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
538,109.0,90.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
539,109.0,90.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
540,109.0,90.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
541,108.0,88.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
542,108.0,88.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
543,108.0,88.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
544,108.0,88.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
545,107.0,86.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
546,107.0,86.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
547,107.0,86.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
548,107.0,86.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
549,107.0,87.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
550,107.0,87.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
551,107.0,87.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
552,105.0,84.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
553,105.0,84.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
554,105.0,84.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
555,105.0,84.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
556,105.0,84.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
557,105.0,84.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
558,105.0,84.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
559,105.0,84.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
560,103.0,80.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
561,103.0,80.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
562,103.0,80.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
563,103.0,80.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
564,100.0,79.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
565,100.0,79.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
566,100.0,79.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
567,100.0,78.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
568,100.0,78.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
569,100.0,78.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
570,100.0,78.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
571,98.0,76.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
572,98.0,76.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
573,98.0,76.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
574,98.0,76.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
575,96.0,72.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
576,96.0,72.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
577,96.0,72.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
578,93.0,70.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
579,93.0,70.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
580,93.0,70.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
581,93.0,70.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
582,91.0,68.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
583,91.0,68.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
584,91.0,68.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
585,87.0,62.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
586,87.0,62.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
587,87.0,62.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
588,87.0,62.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
589,86.0,62.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
590,86.0,62.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
591,86.0,62.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
592,86.0,62.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
593,82.0,58.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
594,82.0,58.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
595,82.0,58.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
596,79.0,53.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,79.0,53.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598,79.0,53.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599,79.0,53.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,75.0,51.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
601,75.0,51.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
602,75.0,51.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
603,75.0,51.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
604,74.0,48.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605,74.0,48.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606,74.0,48.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,71.0,47.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
608,71.0,47.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
609,71.0,47.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
610,71.0,47.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
611,69.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
612,69.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,69.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614,69.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615,64.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616,64.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617,64.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618,62.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
619,62.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,62.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621,62.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,60.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623,60.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
624,60.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625,60.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
626,56.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
627,56.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
628,56.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
629,56.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
630,55.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631,55.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632,55.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,50.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
634,50.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
635,50.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
636,50.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,46.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
638,46.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
639,46.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,46.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
641,43.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
642,43.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643,43.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,43.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
645,40.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
646,40.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
647,40.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
648,36.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
649,36.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,36.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
651,36.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652,29.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
653,29.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
654,29.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
655,28.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
656,28.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657,28.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
658,28.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659,23.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
660,23.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661,23.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662,23.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
663,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
664,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
665,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
667,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
668,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
669,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
670,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
671,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
672,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
673,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
674,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
675,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
676,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
677,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
678,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
680,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
681,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
682,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
684,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
686,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
687,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
714,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
715,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
716,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
827,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
828,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
829,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
